bill_id,category_ids,category_labels,bill_type,bill_category,reason
s3667-111,,,,,"The bill amends the Temporary Assistance for Needy Families (TANF) program, which is a public assistance program administered by the government, not a regulation of private employer wage, hour, or benefit obligations."
hr98-114,,,,,"The bill amends bankruptcy law regarding utility service payments for individual debtors, which does not involve private employer wage, hour, or benefit obligations."
s1778-113,,,,,"The bill focuses on criminal penalties for child abuse and domestic violence, which are matters of criminal law enforcement rather than private employer wage, hour, or benefit obligations."
s1845-114,,,,,"The bill concerns the management of wild free-roaming horses and burros by state and tribal entities, which is unrelated to private employer wage, hour, or benefit obligations."
hr957-116,,,,,"The bill primarily makes permanent individual income tax provisions (standard deduction, child tax credit, medical expense deduction thresholds) from the Tax Cuts and Jobs Act; it does not impose obligations on private employers regarding wages, hours, or benefits, nor does it introduce employer-specific tax credits for wage or benefit compliance."
hr1566-114,,,,,"The bill focuses on security training and equipment for state and local courthouses and law enforcement agencies, which are government entities, and does not regulate private employer wage, hour, or benefit obligations."
s2613-114,,,,,"The bill focuses on sex offender registration, law enforcement funding, and rights for sexual assault survivors, which are matters of criminal justice and public safety rather than private employer wage, hour, or benefit obligations."
hr4346-113,,,,,"The bill concerns international affairs and NATO enlargement, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr438-113,1.0,Wage Hour & Benefits,enforcement,wage_hour,"Amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin, directly regulating private employer wage payment obligations and strengthening enforcement mechanisms for wage violations."
hr861-114,,,,,"The bill is an appropriations measure for the Department of Homeland Security, funding government operations and agencies rather than regulating private employer wage, hour, or benefit obligations."
s3444-114,,,,,"The bill applies exclusively to employees of public elementary or secondary schools and public institutions of higher education, which are government entities, not non-governmental private employers."
hr3105-116,,,,,"The bill imposes a fee on opioid manufacturers to fund government substance abuse treatment programs, which does not regulate private employer wage, hour, or benefit obligations toward their employees."
hr1142-112,,,,,"The bill addresses benefits for members of the Armed Forces and civilian employees of the Department of Defense, which are government entities; it does not regulate private employer wage, hour, or benefit obligations."
hr2909-114,,,,,"The bill establishes an interagency working group to study the use of unmanned aircraft systems for wildland firefighting, which relates to government operations and technology assessment rather than private employer wage, hour, or benefit obligations."
