bill_id,category_ids,category_labels,bill_type,bill_category,reason
hr6457-112,,,,,"The bill provides grants for agricultural freezing methods to improve food preservation and does not regulate private employer wage, hour, or benefit obligations."
s27-115,,,,,"The bill establishes a commission to investigate Russian interference in the 2016 U.S. elections, which is unrelated to private employer wage, hour, or benefit obligations."
hr3391-116,,,,,"The bill addresses tuition rates for refugees and asylees at institutions of higher education, which is a matter of education policy and state government operations, not private employer wage, hour, or benefit obligations."
s2955-115,,,,,"The bill concerns FCC procedures for the Mobility Fund Phase II broadband challenge process and does not regulate private employer wage, hour, or benefit obligations."
hr5694-113,,,,,"The bill focuses on public health measures, aviation restrictions, and visa denials to contain the Ebola virus; it does not regulate private employer wage, hour, or benefit obligations."
hr6430-112,,,,,"The bill regulates the General Services Administration (GSA), a federal agency, focusing on federal office space management, government employee staffing levels, and public building construction; it does not impose obligations on private non-governmental employers regarding wages, hours, or benefits."
hr5112-114,,,,,"The bill regulates the Consumer Financial Protection Bureau's authority over unfair or deceptive acts in consumer financial products, which does not involve private employer wage, hour, or benefit obligations."
hr4046-112,,,,,"The bill regulates federal education funding for public schools regarding emergency contraception, which does not involve private employer wage, hour, or benefit obligations."
hr3863-112,,,,,"The bill addresses compensation for members of the Armed Forces due to government error, which involves public-sector entities and military personnel rather than private employer wage, hour, or benefit obligations."
hr5820-112,,,,,"The bill modifies tariff schedules for returned goods and does not regulate private employer wage, hour, or benefit obligations."
sjres37-112,,,,,"The bill disapproves an EPA rule regarding emission standards for steam generating units, which relates to environmental protection and air quality rather than private employer wage, hour, or benefit obligations."
hr2419-114,,,,,"The bill reauthorizes funding for the National Institutes of Health, which is a government agency, and does not impose obligations on private employers regarding wages, hours, or benefits."
hr3315-115,,,,,"The bill adjusts the calculation of the health insurance provider annual fee under the ACA by excluding limited scope vision premiums; it regulates insurance carriers and tax assessments rather than imposing direct wage, hour, or benefit obligations on private employers."
s1872-114,,,,,"The bill concerns federal student financial aid eligibility and data sharing between the IRS and Department of Education, which are government-administered programs and do not regulate private employer wage, hour, or benefit obligations."
