bill_id,category_id,category_label,reason
hr1858-104,6,Dodd-Frank reform / implementation,"The bill explicitly amends and revises provisions of RESPA and TILA, both of which were significantly impacted by the Dodd-Frank Act, indicating it's focused on Dodd-Frank reform/implementation."
s1507-115,0,,"The bill focuses on flood insurance and mitigation efforts, which do not directly align with any of the listed financial regulatory categories, as it pertains to disaster relief and state-level finance rather than federal financial regulation."
s1423-105,6,Dodd-Frank reform / implementation,"The bill explicitly aims to 'modernize and improve the Federal Home Loan Bank System,' which involves amending the Federal Home Loan Bank Act and altering the structure and operations of the FHLBs, indicating a reform of an existing financial regulatory framework and thus falls under Dodd-Frank reform/implementation as it addresses systemic financial institutions."
hr3067-115,4,Money laundering / financial crime strategy,"The bill focuses on investigating and prosecuting cybercrimes against individuals, including threats and the publication of personally identifiable information, which falls under the scope of financial crime strategy and anti-money laundering enforcement as these crimes can be used to facilitate financial harm."
s1940-112,14,Insurance regulation,"The bill directly addresses the National Flood Insurance Act, insurance availability, risk premium rates, and regulations within the insurance industry, all falling under insurance regulation."
s726-114,6,Dodd-Frank reform / implementation,"The bill amends the Consumer Financial Protection Act of 2010 and concerns the CFPB's reporting requirements, which falls under the broader scope of Dodd-Frank reform and implementation as the CFPB was created by Dodd-Frank."
hr2391-116,6,Dodd-Frank reform / implementation,"The bill involves amendments to existing financial legislation (Federal Home Loan Bank Act) and expands investment authority, which falls under the scope of broader financial reform and implementation efforts similar to Dodd-Frank adjustments."
hr718-104,7,SOX / PCAOB / audit firm oversight,"The bill focuses on combining the functions of the CFTC and SEC, which are key regulators of public companies and financial markets, and involves aspects of securities regulation and oversight, aligning with the scope of SOX/PCAOB/audit firm oversight."
hr665-103,4,Money laundering / financial crime strategy,"The bill focuses on criminal penalties for fraud against insurance companies, including embezzlement and false reporting, which falls under the broader scope of financial crime strategy and anti-money laundering enforcement."
hr835-111,5,Federal Reserve audit / transparency,"The bill directly addresses the monetary policy of the Federal Reserve and seeks to define a value for the U.S. dollar, which falls under the scope of Federal Reserve audit/transparency and governance structure reform."
hr6513-110,7,SOX / PCAOB / audit firm oversight,"The bill focuses on enhancing SEC enforcement powers, audit oversight through testimony requirements from the FASB and PCAOB, and revisions to confidentiality rules related to SEC submissions, all of which fall under the purview of SOX, PCAOB, and audit firm oversight."
hr4079-104,6,Dodd-Frank reform / implementation,"The bill explicitly aims to reduce regulatory burdens on depository institutions and includes amendments to acts like RESPA and TILA, which fall under the scope of Dodd-Frank implementation and reform by altering existing financial regulations."
hr2448-111,2,"Derivatives, swaps, CFTC regulation","The bill explicitly regulates futures transactions involving energy commodities and credit default swaps, and focuses on the Commodity Futures Trading Commission (CFTC) regulation of these markets, including clearing and reporting requirements."
s3258-111,7,SOX / PCAOB / audit firm oversight,"The bill significantly amends the Sarbanes-Oxley Act of 2002, focuses on accounting and auditing procedures, and addresses the authority of the PCAOB and SEC regarding investigations and enforcement, all of which fall under the scope of SOX/PCAOB/audit firm oversight."
